NAME	DESCRIPTION	GENE_SYMBOL	GENE_TITLE	SCORE	
OTUD7B	OTUD7B	OTUD7B	OTU domain containing 7B	-0.08597359	
FEZ2	FEZ2	FEZ2	fasciculation and elongation protein zeta 2 (zygin II)	-0.08598144	
CASC3	CASC3	CASC3	cancer susceptibility candidate 3	-0.08599352	
C1orf53	C1orf53	C1ORF53	chromosome 1 open reading frame 53	-0.0860419	
MVB12B	MVB12B	null	null	-0.086116955	
PREPL	PREPL	PREPL	prolyl endopeptidase-like	-0.086186774	
TCTN1	TCTN1	null	null	-0.086232096	
PARG	PARG	PARG	poly (ADP-ribose) glycohydrolase	-0.08623491	
CTC-338M12.4	CTC-338M12.4	null	null	-0.08631053	
ENTPD3-AS1	ENTPD3-AS1	null	null	-0.086310655	
BBS4	BBS4	BBS4	Bardet-Biedl syndrome 4	-0.08635885	
HMGCL	HMGCL	HMGCL	3-hydroxymethyl-3-methylglutaryl-Coenzyme A lyase (hydroxymethylglutaricaciduria)	-0.086367615	
FAM161B	FAM161B	null	null	-0.086421035	
MBTD1	MBTD1	MBTD1	mbt domain containing 1	-0.08654574	
PRKRIP1	PRKRIP1	PRKRIP1	PRKR interacting protein 1 (IL11 inducible)	-0.086548224	
GPX7	GPX7	GPX7	glutathione peroxidase 7	-0.08662981	
FERMT3	FERMT3	null	null	-0.086681224	
RPL7P15	RPL7P15	null	null	-0.086723216	
HARS	HARS	HARS	histidyl-tRNA synthetase	-0.08676872	
FAT1	FAT1	null	null	-0.086771764	
SIRT5	SIRT5	SIRT5	sirtuin (silent mating type information regulation 2 homolog) 5 (S. cerevisiae)	-0.08678687	
TMEM163	TMEM163	TMEM163	transmembrane protein 163	-0.086808205	
FKBP9L	FKBP9L	FKBP9L	FK506 binding protein 9-like	-0.08681759	
FAM27A	FAM27A	FAM27A	family with sequence similarity 27, member A	-0.08689076	
SFT2D1	SFT2D1	SFT2D1	SFT2 domain containing 1	-0.086896785	
PSMD12	PSMD12	PSMD12	proteasome (prosome, macropain) 26S subunit, non-ATPase, 12	-0.08695408	
NUTF2	NUTF2	NUTF2	nuclear transport factor 2	-0.08703541	
NLN	NLN	NLN	neurolysin (metallopeptidase M3 family)	-0.08712516	
RP11-383C5.4	RP11-383C5.4	null	null	-0.087228626	
NRBF2	NRBF2	NRBF2	nuclear receptor binding factor 2	-0.08723065	
FBXL19	FBXL19	FBXL19	F-box and leucine-rich repeat protein 19	-0.08730508	
ORC3	ORC3	null	null	-0.08730561	
CDA	CDA	CDA	cytidine deaminase	-0.08736388	
AC018755.1	AC018755.1	null	null	-0.08753276	
CHP1	CHP1	null	null	-0.087539196	
ZMYM4	ZMYM4	ZMYM4	zinc finger, MYM-type 4	-0.08754092	
MINK1	MINK1	MINK1	misshapen-like kinase 1 (zebrafish)	-0.087588206	
ARMCX5	ARMCX5	ARMCX5	armadillo repeat containing, X-linked 5	-0.087637156	
SULF2	SULF2	SULF2	sulfatase 2	-0.08764605	
MLF1	MLF1	MLF1	myeloid leukemia factor 1	-0.08770306	
POLR3H	POLR3H	POLR3H	polymerase (RNA) III (DNA directed) polypeptide H (22.9kD)	-0.08773081	
ABCE1	ABCE1	ABCE1	ATP-binding cassette, sub-family E (OABP), member 1	-0.08777072	
XXyac-YRM2039.2	XXyac-YRM2039.2	null	null	-0.08780928	
TMEM143	TMEM143	TMEM143	transmembrane protein 143	-0.08785372	
KDM4A	KDM4A	null	null	-0.08793055	
ASUN	ASUN	null	null	-0.08799886	
PAXIP1-AS1	PAXIP1-AS1	null	null	-0.08800526	
RAB34	RAB34	RAB34	RAB34, member RAS oncogene family	-0.08813444	
NCKAP1	NCKAP1	NCKAP1	NCK-associated protein 1	-0.08816235	
ATF7IP	ATF7IP	ATF7IP	activating transcription factor 7 interacting protein	-0.08819474	
ANKIB1	ANKIB1	ANKIB1	ankyrin repeat and IBR domain containing 1	-0.088266656	
GTF2F1	GTF2F1	GTF2F1	general transcription factor IIF, polypeptide 1, 74kDa	-0.08826832	
PPP2R1B	PPP2R1B	PPP2R1B	protein phosphatase 2 (formerly 2A), regulatory subunit A (PR 65), beta isoform	-0.08827404	
RPL13P5	RPL13P5	null	null	-0.08828587	
ODF2L	ODF2L	ODF2L	outer dense fiber of sperm tails 2-like	-0.08829599	
PDDC1	PDDC1	PDDC1	Parkinson disease 7 domain containing 1	-0.08837518	
HSPA12A	HSPA12A	HSPA12A	heat shock 70kDa protein 12A	-0.08851611	
FAM156B	FAM156B	null	null	-0.08853201	
SENP7	SENP7	SENP7	SUMO1/sentrin specific peptidase 7	-0.08854411	
JPX	JPX	null	null	-0.08857672	
RP11-467D6.1	RP11-467D6.1	null	null	-0.08867712	
NME3	NME3	NME3	non-metastatic cells 3, protein expressed in	-0.0886791	
HIBCH	HIBCH	HIBCH	3-hydroxyisobutyryl-Coenzyme A hydrolase	-0.08869786	
AC002310.12	AC002310.12	null	null	-0.08877278	
POC1A	POC1A	null	null	-0.08878474	
PANX1	PANX1	PANX1	pannexin 1	-0.08893592	
NQO2	NQO2	NQO2	NAD(P)H dehydrogenase, quinone 2	-0.089002505	
COX4I1	COX4I1	COX4I1	cytochrome c oxidase subunit IV isoform 1	-0.08905617	
PML	PML	PML	promyelocytic leukemia	-0.08911971	
RPL7P24	RPL7P24	null	null	-0.08914329	
KLHL18	KLHL18	KLHL18	kelch-like 18 (Drosophila)	-0.08916172	
MT-ND6	MT-ND6	MT-ND6	mitochondrially encoded NADH dehydrogenase 6	-0.0891641	
PMF1	PMF1	PMF1	polyamine-modulated factor 1	-0.089195274	
C10orf2	C10orf2	null	null	-0.08923968	
VAT1	VAT1	VAT1	vesicle amine transport protein 1 homolog (T californica)	-0.08924283	
GSG2	GSG2	GSG2	germ cell associated 2 (haspin)	-0.08924991	
ST20	ST20	null	null	-0.089358486	
BNIP2	BNIP2	BNIP2	BCL2/adenovirus E1B 19kDa interacting protein 2	-0.08943083	
DZIP3	DZIP3	DZIP3	-	-0.089512184	
ACACA	ACACA	ACACA	acetyl-Coenzyme A carboxylase alpha	-0.089521214	
PIDD	PIDD	null	null	-0.089547694	
DFNB31	DFNB31	DFNB31	deafness, autosomal recessive 31	-0.08959685	
SF3A3	SF3A3	SF3A3	splicing factor 3a, subunit 3, 60kDa	-0.0896992	
ARHGAP25	ARHGAP25	ARHGAP25	Rho GTPase activating protein 25	-0.08971143	
RPL31	RPL31	RPL31	ribosomal protein L31	-0.08978743	
CYSLTR1	CYSLTR1	CYSLTR1	cysteinyl leukotriene receptor 1	-0.089866444	
GCOM2	GCOM2	null	null	-0.089899234	
RP11-697E2.7	RP11-697E2.7	null	null	-0.08993311	
RP3-425P12.4	RP3-425P12.4	null	null	-0.08997216	
FOXC1	FOXC1	FOXC1	forkhead box C1	-0.08997235	
ASH1L	ASH1L	ASH1L	ash1 (absent, small, or homeotic)-like (Drosophila)	-0.090052895	
EVA1B	EVA1B	null	null	-0.09007158	
LYRM9	LYRM9	null	null	-0.09010824	
TRIM52-AS1	TRIM52-AS1	null	null	-0.090113446	
PDLIM5	PDLIM5	PDLIM5	PDZ and LIM domain 5	-0.09021669	
RAB5A	RAB5A	RAB5A	RAB5A, member RAS oncogene family	-0.09029567	
RAB4B	RAB4B	RAB4B	RAB4B, member RAS oncogene family	-0.090302065	
UTP14A	UTP14A	UTP14A	UTP14, U3 small nucleolar ribonucleoprotein, homolog A (yeast)	-0.0903678	
PRPS1P2	PRPS1P2	null	null	-0.09037915	
HNRNPA1	HNRNPA1	null	null	-0.09041088	
SPA17	SPA17	SPA17	sperm autoantigenic protein 17	-0.09043561	
MT-ND5	MT-ND5	MT-ND5	mitochondrially encoded NADH dehydrogenase 5	-0.09044353	
RP11-226L15.5	RP11-226L15.5	null	null	-0.09059124	
COG5	COG5	COG5	component of oligomeric golgi complex 5	-0.09062205	
SCARF2	SCARF2	SCARF2	scavenger receptor class F, member 2	-0.09063514	
YIF1A	YIF1A	YIF1A	Yip1 interacting factor homolog A (S. cerevisiae)	-0.090687916	
RP11-290F20.1	RP11-290F20.1	null	null	-0.090767615	
FAM161A	FAM161A	null	null	-0.09078509	
RBMX	RBMX	RBMX	RNA binding motif protein, X-linked	-0.09080135	
TRAF6	TRAF6	TRAF6	TNF receptor-associated factor 6	-0.0908595	
MAML3	MAML3	MAML3	mastermind-like 3 (Drosophila)	-0.09094424	
MED11	MED11	MED11	mediator of RNA polymerase II transcription, subunit 11 homolog (S. cerevisiae)	-0.0909546	
FAM86C2P	FAM86C2P	null	null	-0.09096328	
HMGN2P46	HMGN2P46	null	null	-0.09096593	
CRYZL1	CRYZL1	CRYZL1	crystallin, zeta (quinone reductase)-like 1	-0.09103601	
UFD1L	UFD1L	UFD1L	ubiquitin fusion degradation 1 like (yeast)	-0.09132022	
OIP5-AS1	OIP5-AS1	null	null	-0.09133491	
TRMT112	TRMT112	null	null	-0.09143963	
GOLGA7B	GOLGA7B	null	null	-0.09144546	
CENPC	CENPC	null	null	-0.09148163	
ELF4	ELF4	ELF4	E74-like factor 4 (ets domain transcription factor)	-0.09149236	
GPALPP1	GPALPP1	null	null	-0.09156274	
LUC7L	LUC7L	LUC7L	LUC7-like (S. cerevisiae)	-0.091598906	
MTMR6	MTMR6	MTMR6	myotubularin related protein 6	-0.091625586	
LYRM4	LYRM4	LYRM4	LYR motif containing 4	-0.09167686	
ARHGAP30	ARHGAP30	ARHGAP30	Rho GTPase activating protein 30	-0.091717325	
KIAA0232	KIAA0232	KIAA0232	-	-0.09173265	
ZNF75A	ZNF75A	ZNF75A	zinc finger protein 75a	-0.09175788	
PCYOX1L	PCYOX1L	PCYOX1L	prenylcysteine oxidase 1 like	-0.09186043	
DNAAF2	DNAAF2	null	null	-0.09189172	
SMN2	SMN2	SMN2	survival of motor neuron 2, centromeric	-0.09190507	
PSMB7	PSMB7	PSMB7	proteasome (prosome, macropain) subunit, beta type, 7	-0.09192181	
TRIM66	TRIM66	TRIM66	tripartite motif-containing 66	-0.09195581	
SAAL1	SAAL1	SAAL1	serum amyloid A-like 1	-0.09202879	
C11orf80	C11orf80	null	null	-0.09203532	
RP11-83A24.2	RP11-83A24.2	null	null	-0.09213566	
SAP30	SAP30	SAP30	Sin3A-associated protein, 30kDa	-0.092187196	
EHBP1L1	EHBP1L1	EHBP1L1	EH domain binding protein 1-like 1	-0.09220439	
LIG4	LIG4	LIG4	ligase IV, DNA, ATP-dependent	-0.09224394	
C9orf91	C9orf91	C9ORF91	chromosome 9 open reading frame 91	-0.092302084	
PQLC1	PQLC1	PQLC1	PQ loop repeat containing 1	-0.09230313	
CEP76	CEP76	CEP76	centrosomal protein 76kDa	-0.09232036	
PIPSL	PIPSL	null	null	-0.092416555	
ABHD15	ABHD15	null	null	-0.092418864	
TNIK	TNIK	TNIK	TRAF2 and NCK interacting kinase	-0.09244485	
ELOVL2	ELOVL2	ELOVL2	elongation of very long chain fatty acids (FEN1/Elo2, SUR4/Elo3, yeast)-like 2	-0.092561625	
C1orf112	C1orf112	C1ORF112	chromosome 1 open reading frame 112	-0.09256224	
ZNF641	ZNF641	ZNF641	zinc finger protein 641	-0.09257675	
TWF2	TWF2	null	null	-0.092637606	
ZNF74	ZNF74	ZNF74	zinc finger protein 74	-0.092644855	
NAF1	NAF1	null	null	-0.09266681	
CTC-428G20.3	CTC-428G20.3	null	null	-0.09272121	
OTUD1	OTUD1	OTUD1	OTU domain containing 1	-0.092731304	
MTMR10	MTMR10	MTMR10	myotubularin related protein 10	-0.09274563	
MAN1A1	MAN1A1	MAN1A1	mannosidase, alpha, class 1A, member 1	-0.09283896	
RP5-1180E21.5	RP5-1180E21.5	null	null	-0.09284023	
SMARCA2	SMARCA2	SMARCA2	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 2	-0.09298897	
COMMD4	COMMD4	COMMD4	COMM domain containing 4	-0.09298933	
HMGN2P5	HMGN2P5	null	null	-0.09302276	
IFI44	IFI44	IFI44	interferon-induced protein 44	-0.09307249	
ENTPD4	ENTPD4	ENTPD4	ectonucleoside triphosphate diphosphohydrolase 4	-0.093078054	
AP2B1	AP2B1	AP2B1	adaptor-related protein complex 2, beta 1 subunit	-0.093093835	
LEPREL4	LEPREL4	null	null	-0.09326602	
SLIRP	SLIRP	null	null	-0.09328522	
C19orf53	C19orf53	C19ORF53	chromosome 19 open reading frame 53	-0.093338355	
RP11-715F3.2	RP11-715F3.2	null	null	-0.09334993	
PEA15	PEA15	PEA15	phosphoprotein enriched in astrocytes 15	-0.093365446	
POLE2	POLE2	POLE2	polymerase (DNA directed), epsilon 2 (p59 subunit)	-0.09339932	
RP11-104G3.2	RP11-104G3.2	null	null	-0.093485154	
SAP18	SAP18	SAP18	Sin3A-associated protein, 18kDa	-0.09351551	
PHF23	PHF23	PHF23	PHD finger protein 23	-0.09353683	
SMARCD2	SMARCD2	SMARCD2	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily d, member 2	-0.09359611	
GPR180	GPR180	GPR180	G protein-coupled receptor 180	-0.09363566	
ZMIZ2	ZMIZ2	null	null	-0.09363571	
AC004074.3	AC004074.3	null	null	-0.09368765	
SAMD1	SAMD1	SAMD1	sterile alpha motif domain containing 1	-0.093744285	
CLTC	CLTC	CLTC	clathrin, heavy chain (Hc)	-0.09374788	
TMOD3	TMOD3	TMOD3	tropomodulin 3 (ubiquitous)	-0.09374801	
PLAUR	PLAUR	PLAUR	plasminogen activator, urokinase receptor	-0.093831286	
GLIPR1	GLIPR1	GLIPR1	GLI pathogenesis-related 1 (glioma)	-0.09397054	
REPS2	REPS2	REPS2	RALBP1 associated Eps domain containing 2	-0.09397693	
KIAA0907	KIAA0907	KIAA0907	KIAA0907	-0.094090775	
CAPN1	CAPN1	CAPN1	calpain 1, (mu/I) large subunit	-0.094102964	
ZBTB11-AS1	ZBTB11-AS1	null	null	-0.09410666	
MRPS23	MRPS23	MRPS23	mitochondrial ribosomal protein S23	-0.09411263	
RP11-22P6.3	RP11-22P6.3	null	null	-0.0941157	
TRIM7	TRIM7	TRIM7	tripartite motif-containing 7	-0.094184674	
NUDT15	NUDT15	NUDT15	nudix (nucleoside diphosphate linked moiety X)-type motif 15	-0.09418833	
B3GNT9	B3GNT9	null	null	-0.09420597	
ABHD10	ABHD10	ABHD10	abhydrolase domain containing 10	-0.09426265	
SERF1B	SERF1B	SERF1B	small EDRK-rich factor 1B (centromeric)	-0.09438062	
FAM72A	FAM72A	FAM72A	family with sequence similarity 72, member A	-0.094422646	
AC004706.1	AC004706.1	null	null	-0.09443929	
GRASP	GRASP	GRASP	GRP1 (general receptor for phosphoinositides 1)-associated scaffold protein	-0.09445275	
IGHM	IGHM	IGHM	immunoglobulin heavy constant mu	-0.09451702	
CEBPG	CEBPG	CEBPG	CCAAT/enhancer binding protein (C/EBP), gamma	-0.09451785	
DDX31	DDX31	DDX31	DEAD (Asp-Glu-Ala-Asp) box polypeptide 31	-0.09453465	
NOP14-AS1	NOP14-AS1	null	null	-0.09459782	
NUAK2	NUAK2	NUAK2	NUAK family, SNF1-like kinase, 2	-0.09461786	
SNAP47	SNAP47	null	null	-0.09466537	
CHD1	CHD1	CHD1	chromodomain helicase DNA binding protein 1	-0.09479653	
NES	NES	NES	nestin	-0.09479965	
SESN1	SESN1	SESN1	sestrin 1	-0.094859734	
AFG3L1P	AFG3L1P	null	null	-0.094871074	
ENSA	ENSA	ENSA	endosulfine alpha	-0.09496809	
SDC4	SDC4	SDC4	syndecan 4 (amphiglycan, ryudocan)	-0.09497045	
APOA1BP	APOA1BP	APOA1BP	apolipoprotein A-I binding protein	-0.094976835	
SEPT3	SEPT3	SEPT3	septin 3	-0.09497881	
PABPC1P4	PABPC1P4	null	null	-0.09502157	
ICOSLG	ICOSLG	ICOSLG	inducible T-cell co-stimulator ligand	-0.09502177	
CAB39L	CAB39L	CAB39L	calcium binding protein 39-like	-0.09504558	
RMDN2	RMDN2	null	null	-0.09506961	
NDUFS6	NDUFS6	NDUFS6	NADH dehydrogenase (ubiquinone) Fe-S protein 6, 13kDa (NADH-coenzyme Q reductase)	-0.095100045	
IRF3	IRF3	IRF3	interferon regulatory factor 3	-0.095123336	
THUMPD2	THUMPD2	THUMPD2	THUMP domain containing 2	-0.09519336	
POLR2J4	POLR2J4	null	null	-0.09522456	
PARD3	PARD3	PARD3	par-3 partitioning defective 3 homolog (C. elegans)	-0.09522518	
STEAP1B	STEAP1B	null	null	-0.09522965	
USP48	USP48	USP48	ubiquitin specific peptidase 48	-0.09523116	
RP11-422P24.11	RP11-422P24.11	null	null	-0.09528603	
DUSP14	DUSP14	DUSP14	dual specificity phosphatase 14	-0.095386274	
SLC35B1	SLC35B1	SLC35B1	solute carrier family 35, member B1	-0.09550933	
RHOBTB1	RHOBTB1	RHOBTB1	Rho-related BTB domain containing 1	-0.095528394	
AMBRA1	AMBRA1	null	null	-0.09564373	
OSBPL6	OSBPL6	OSBPL6	oxysterol binding protein-like 6	-0.09566297	
CTB-134H23.2	CTB-134H23.2	null	null	-0.095690966	
SLC25A15	SLC25A15	SLC25A15	solute carrier family 25 (mitochondrial carrier; ornithine transporter) member 15	-0.09575369	
C5orf45	C5orf45	null	null	-0.09576497	
USP10	USP10	USP10	ubiquitin specific peptidase 10	-0.0957716	
FAM3A	FAM3A	FAM3A	family with sequence similarity 3, member A	-0.09578665	
C21orf2	C21orf2	C21ORF2	chromosome 21 open reading frame 2	-0.09587243	
TFDP1	TFDP1	TFDP1	transcription factor Dp-1	-0.095921986	
ARHGEF11	ARHGEF11	ARHGEF11	Rho guanine nucleotide exchange factor (GEF) 11	-0.095990986	
ZFYVE26	ZFYVE26	ZFYVE26	zinc finger, FYVE domain containing 26	-0.096005455	
EFCAB2	EFCAB2	EFCAB2	EF-hand calcium binding domain 2	-0.09601311	
PHACTR1	PHACTR1	PHACTR1	phosphatase and actin regulator 1	-0.096041374	
UNC13D	UNC13D	UNC13D	unc-13 homolog D (C. elegans)	-0.09605066	
TBXA2R	TBXA2R	TBXA2R	thromboxane A2 receptor	-0.09618236	
RPL7P47	RPL7P47	null	null	-0.09618519	
NUS1P1	NUS1P1	null	null	-0.09619459	
HSPE1P4	HSPE1P4	null	null	-0.096194744	
PCBD2	PCBD2	PCBD2	pterin-4 alpha-carbinolamine dehydratase/dimerization cofactor of hepatocyte nuclear factor 1 alpha (TCF1) 2	-0.09621703	
TCF12	TCF12	TCF12	transcription factor 12 (HTF4, helix-loop-helix transcription factors 4)	-0.09624069	
DCAF12	DCAF12	null	null	-0.09627746	
GAL3ST4	GAL3ST4	GAL3ST4	galactose-3-O-sulfotransferase 4	-0.09628219	
TMEM33	TMEM33	TMEM33	transmembrane protein 33	-0.09638421	
DGCR8	DGCR8	DGCR8	DiGeorge syndrome critical region gene 8	-0.09640526	
C1orf131	C1orf131	C1ORF131	chromosome 1 open reading frame 131	-0.096461006	
KDM2A	KDM2A	null	null	-0.096485406	
PSMC1P9	PSMC1P9	null	null	-0.09662072	
TRBC2	TRBC2	TRBC2	T cell receptor beta constant 2	-0.09664643	
AP4M1	AP4M1	AP4M1	adaptor-related protein complex 4, mu 1 subunit	-0.09665394	
SLC35C1	SLC35C1	SLC35C1	solute carrier family 35, member C1	-0.09667956	
MRPL17	MRPL17	MRPL17	mitochondrial ribosomal protein L17	-0.09668241	
DHRSX	DHRSX	DHRSX	dehydrogenase/reductase (SDR family) X-linked	-0.09670783	
CA11	CA11	CA11	carbonic anhydrase XI	-0.0968328	
COQ9	COQ9	COQ9	coenzyme Q9 homolog (S. cerevisiae)	-0.0968386	
ERLIN1	ERLIN1	null	null	-0.0968464	
ACSL3	ACSL3	ACSL3	acyl-CoA synthetase long-chain family member 3	-0.096853465	
CCDC59	CCDC59	CCDC59	coiled-coil domain containing 59	-0.09686819	
TLCD1	TLCD1	TLCD1	TLC domain containing 1	-0.09692351	
DDX19B	DDX19B	DDX19B	DEAD (Asp-Glu-Ala-As) box polypeptide 19B	-0.09702492	
ZNF582	ZNF582	ZNF582	zinc finger protein 582	-0.097160995	
NFKBIB	NFKBIB	NFKBIB	nuclear factor of kappa light polypeptide gene enhancer in B-cells inhibitor, beta	-0.09717069	
KLHL2	KLHL2	KLHL2	kelch-like 2, Mayven (Drosophila)	-0.0972719	
RCOR3	RCOR3	RCOR3	REST corepressor 3	-0.09734728	
PRPF40B	PRPF40B	PRPF40B	PRP40 pre-mRNA processing factor 40 homolog B (S. cerevisiae)	-0.09735383	
NLK	NLK	NLK	nemo-like kinase	-0.097382225	
SNX3	SNX3	SNX3	sorting nexin 3	-0.09743671	
TP53INP2	TP53INP2	TP53INP2	tumor protein p53 inducible nuclear protein 2	-0.09743962	
IFT140	IFT140	IFT140	intraflagellar transport 140 homolog (Chlamydomonas)	-0.097452804	
RELL2	RELL2	null	null	-0.09750595	
SACM1L	SACM1L	SACM1L	SAC1 suppressor of actin mutations 1-like (yeast)	-0.097522356	
SH3GLB1	SH3GLB1	SH3GLB1	SH3-domain GRB2-like endophilin B1	-0.09753434	
ANKRD36	ANKRD36	ANKRD36	ankyrin repeat domain 36	-0.09755199	
TMEM5	TMEM5	TMEM5	transmembrane protein 5	-0.09755608	
PALLD	PALLD	PALLD	palladin, cytoskeletal associated protein	-0.09756234	
RBFA	RBFA	null	null	-0.09761828	
RP11-178G16.4	RP11-178G16.4	null	null	-0.09761875	
RASSF3	RASSF3	RASSF3	Ras association (RalGDS/AF-6) domain family 3	-0.09766979	
PAQR4	PAQR4	PAQR4	progestin and adipoQ receptor family member IV	-0.09770217	
HAUS1	HAUS1	null	null	-0.097702526	
INPPL1	INPPL1	INPPL1	inositol polyphosphate phosphatase-like 1	-0.09781586	
NAP1L5	NAP1L5	NAP1L5	nucleosome assembly protein 1-like 5	-0.09783776	
SOCS5	SOCS5	SOCS5	suppressor of cytokine signaling 5	-0.097838394	
RP11-94L15.2	RP11-94L15.2	null	null	-0.097913936	
C22orf29	C22orf29	C22ORF29	chromosome 22 open reading frame 29	-0.097957596	
AC016292.3	AC016292.3	null	null	-0.09804218	
CEBPD	CEBPD	CEBPD	CCAAT/enhancer binding protein (C/EBP), delta	-0.09809423	
CTD-2336O2.1	CTD-2336O2.1	null	null	-0.098105595	
RPL7P1	RPL7P1	null	null	-0.09815005	
DNMT3A	DNMT3A	DNMT3A	DNA (cytosine-5-)-methyltransferase 3 alpha	-0.09819044	
ARG2	ARG2	ARG2	arginase, type II	-0.098208316	
LRR1	LRR1	null	null	-0.098215416	
MIS18A	MIS18A	null	null	-0.09822934	
CACNB3	CACNB3	CACNB3	calcium channel, voltage-dependent, beta 3 subunit	-0.09828192	
ANKRD13C	ANKRD13C	ANKRD13C	ankyrin repeat domain 13C	-0.09831294	
GTF3C5	GTF3C5	GTF3C5	general transcription factor IIIC, polypeptide 5, 63kDa	-0.09833964	
AMZ2P1	AMZ2P1	null	null	-0.09835338	
HNRNPA1P10	HNRNPA1P10	null	null	-0.09835439	
PPP6C	PPP6C	PPP6C	protein phosphatase 6, catalytic subunit	-0.09836179	
CCRN4L	CCRN4L	CCRN4L	CCR4 carbon catabolite repression 4-like (S. cerevisiae)	-0.0983767	
GNL3L	GNL3L	GNL3L	guanine nucleotide binding protein-like 3 (nucleolar)-like	-0.09839997	
ARL5B	ARL5B	ARL5B	ADP-ribosylation factor-like 5B	-0.09843867	
C3orf80	C3orf80	null	null	-0.09849865	
JDP2	JDP2	JDP2	-	-0.098559946	
NMRK1	NMRK1	null	null	-0.09863402	
NARS	NARS	NARS	asparaginyl-tRNA synthetase	-0.09868666	
DISC1	DISC1	DISC1	disrupted in schizophrenia 1	-0.098698094	
ZC3H8	ZC3H8	ZC3H8	zinc finger CCCH-type containing 8	-0.0987525	
SOGA2	SOGA2	null	null	-0.09883176	
MSL2	MSL2	null	null	-0.09884019	
MAN1C1	MAN1C1	MAN1C1	mannosidase, alpha, class 1C, member 1	-0.09890031	
RP11-197N18.2	RP11-197N18.2	null	null	-0.09894028	
TMEM110-MUSTN1	TMEM110-MUSTN1	null	null	-0.09894598	
ARHGAP15	ARHGAP15	ARHGAP15	Rho GTPase activating protein 15	-0.098947816	
HMCES	HMCES	null	null	-0.098969825	
MAP2K1	MAP2K1	MAP2K1	mitogen-activated protein kinase kinase 1	-0.09899854	
WSB1	WSB1	WSB1	WD repeat and SOCS box-containing 1	-0.098999165	
DXO	DXO	null	null	-0.09906858	
UNC119	UNC119	UNC119	unc-119 homolog (C. elegans)	-0.09910968	
SNX5	SNX5	SNX5	sorting nexin 5	-0.09913036	
MSH5-SAPCD1	MSH5-SAPCD1	null	null	-0.099135794	
TFAM	TFAM	TFAM	transcription factor A, mitochondrial	-0.09914765	
HNRNPA1P7	HNRNPA1P7	null	null	-0.09917453	
HMBS	HMBS	HMBS	hydroxymethylbilane synthase	-0.09921577	
GTF3C1	GTF3C1	GTF3C1	general transcription factor IIIC, polypeptide 1, alpha 220kDa	-0.09930437	
ITGA11	ITGA11	ITGA11	integrin, alpha 11	-0.0993155	
GTF2H1	GTF2H1	GTF2H1	general transcription factor IIH, polypeptide 1, 62kDa	-0.0993903	
DFFB	DFFB	DFFB	DNA fragmentation factor, 40kDa, beta polypeptide (caspase-activated DNase)	-0.09951447	
RALGPS2	RALGPS2	RALGPS2	Ral GEF with PH domain and SH3 binding motif 2	-0.09962095	
CCS	CCS	CCS	copper chaperone for superoxide dismutase	-0.099633716	
CROCC	CROCC	CROCC	ciliary rootlet coiled-coil, rootletin	-0.099677674	
UGCG	UGCG	UGCG	UDP-glucose ceramide glucosyltransferase	-0.099711485	
LINC00174	LINC00174	null	null	-0.09978185	
FARP1	FARP1	FARP1	FERM, RhoGEF (ARHGEF) and pleckstrin domain protein 1 (chondrocyte-derived)	-0.09989667	
CUL9	CUL9	null	null	-0.09998506	
POLR2L	POLR2L	POLR2L	polymerase (RNA) II (DNA directed) polypeptide L, 7.6kDa	-0.09998677	
APAF1	APAF1	APAF1	apoptotic peptidase activating factor	-0.099994615	
RP3-475N16.1	RP3-475N16.1	null	null	-0.10004442	
BMPR1APS1	BMPR1APS1	BMPR1APS1	bone morphogenetic protein receptor, type IA pseudogene 1	-0.10006098	
GS1-124K5.4	GS1-124K5.4	null	null	-0.10008437	
HDAC4	HDAC4	HDAC4	histone deacetylase 4	-0.10017028	
ZNF431	ZNF431	ZNF431	zinc finger protein 431	-0.100175075	
RPL9P32	RPL9P32	null	null	-0.10027732	
CRAT	CRAT	CRAT	carnitine acetyltransferase	-0.10030366	
MRPL3P1	MRPL3P1	MRPL3P1	-	-0.100347295	
MRPL10	MRPL10	MRPL10	mitochondrial ribosomal protein L10	-0.10040109	
B4GALT1	B4GALT1	B4GALT1	UDP-Gal:betaGlcNAc beta 1,4- galactosyltransferase, polypeptide 1	-0.10041645	
MRPS2	MRPS2	MRPS2	mitochondrial ribosomal protein S2	-0.100443974	
ATXN7L2	ATXN7L2	ATXN7L2	ataxin 7-like 2	-0.100528814	
SEPN1	SEPN1	SEPN1	selenoprotein N, 1	-0.100666165	
RP11-53O19.3	RP11-53O19.3	null	null	-0.10070093	
HNRNPA1P8	HNRNPA1P8	null	null	-0.100702204	
CTD-2089O24.1	CTD-2089O24.1	null	null	-0.10075131	
FAM211A-AS1	FAM211A-AS1	null	null	-0.10081437	
EEFSEC	EEFSEC	EEFSEC	eukaryotic elongation factor, selenocysteine-tRNA-specific	-0.100823075	
RP11-698N11.4	RP11-698N11.4	null	null	-0.100929484	
KB-1507C5.2	KB-1507C5.2	null	null	-0.10097273	
SNRPA1	SNRPA1	SNRPA1	small nuclear ribonucleoprotein polypeptide A'	-0.101065	
MTND5P11	MTND5P11	null	null	-0.10115722	
EHBP1	EHBP1	EHBP1	EH domain binding protein 1	-0.10115881	
