NAME	DESCRIPTION	GENE_SYMBOL	GENE_TITLE	SCORE	
PDF	PDF	PDF	peptide deformylase (mitochondrial)	-0.1103027	
SYNPO	SYNPO	SYNPO	synaptopodin	-0.11032102	
CYP2R1	CYP2R1	CYP2R1	cytochrome P450, family 2, subfamily R, polypeptide 1	-0.11040011	
PSMB6	PSMB6	PSMB6	proteasome (prosome, macropain) subunit, beta type, 6	-0.11040312	
ENOX2	ENOX2	null	null	-0.11043248	
TMED5	TMED5	TMED5	transmembrane emp24 protein transport domain containing 5	-0.11048048	
STAG3L3	STAG3L3	null	null	-0.110566124	
RP11-61N20.3	RP11-61N20.3	null	null	-0.110576026	
C18orf32	C18orf32	null	null	-0.11057714	
PPT2-EGFL8	PPT2-EGFL8	null	null	-0.110622846	
EXTL3	EXTL3	EXTL3	exostoses (multiple)-like 3	-0.11065998	
ZNF264	ZNF264	ZNF264	zinc finger protein 264	-0.11069235	
NRF1	NRF1	NRF1	nuclear respiratory factor 1	-0.110719666	
SIRT1	SIRT1	SIRT1	sirtuin (silent mating type information regulation 2 homolog) 1 (S. cerevisiae)	-0.11072948	
TBC1D14	TBC1D14	TBC1D14	TBC1 domain family, member 14	-0.11096989	
CTBP2	CTBP2	CTBP2	C-terminal binding protein 2	-0.110986374	
CKAP2L	CKAP2L	CKAP2L	cytoskeleton associated protein 2-like	-0.11102217	
FAM72D	FAM72D	null	null	-0.11104744	
EMP3	EMP3	EMP3	epithelial membrane protein 3	-0.11107866	
SBDS	SBDS	SBDS	Shwachman-Bodian-Diamond syndrome	-0.11109412	
NPHP1	NPHP1	NPHP1	nephronophthisis 1 (juvenile)	-0.11113275	
UBE2D2	UBE2D2	UBE2D2	ubiquitin-conjugating enzyme E2D 2 (UBC4/5 homolog, yeast)	-0.111144766	
TMEM99	TMEM99	TMEM99	transmembrane protein 99	-0.111161456	
SLC25A37	SLC25A37	SLC25A37	solute carrier family 25, member 37	-0.111166716	
CTGLF10P	CTGLF10P	CTGLF10P	centaurin, gamma-like family, member 10 pseudogene	-0.11133118	
CKAP4	CKAP4	CKAP4	cytoskeleton-associated protein 4	-0.1113682	
HYI	HYI	HYI	hydroxypyruvate isomerase homolog (E. coli)	-0.11142094	
OXCT2P1	OXCT2P1	null	null	-0.11149851	
UBXN4	UBXN4	null	null	-0.11167886	
KIAA1549	KIAA1549	KIAA1549	-	-0.11174503	
AC083843.1	AC083843.1	null	null	-0.111787476	
CAB39L	CAB39L	CAB39L	calcium binding protein 39-like	-0.11184277	
ZNF74	ZNF74	ZNF74	zinc finger protein 74	-0.11191735	
PLGRKT	PLGRKT	null	null	-0.11197568	
MAGEE1	MAGEE1	MAGEE1	melanoma antigen family E, 1	-0.11203522	
MSNP1	MSNP1	null	null	-0.11203977	
RPL7P9	RPL7P9	null	null	-0.11204747	
ZNF341	ZNF341	ZNF341	zinc finger protein 341	-0.11205723	
RP11-74E24.2	RP11-74E24.2	null	null	-0.11210832	
IL17RB	IL17RB	IL17RB	interleukin 17 receptor B	-0.11217228	
LOH12CR2	LOH12CR2	LOH12CR2	loss of heterozygosity, 12, chromosomal region 2	-0.11222922	
LRRC27	LRRC27	LRRC27	leucine rich repeat containing 27	-0.11234763	
POLR1B	POLR1B	POLR1B	polymerase (RNA) I polypeptide B, 128kDa	-0.11235307	
RPL35P1	RPL35P1	null	null	-0.11236726	
TTLL12	TTLL12	TTLL12	tubulin tyrosine ligase-like family, member 12	-0.11238024	
IFI27L1	IFI27L1	null	null	-0.112398066	
SYVN1	SYVN1	SYVN1	synovial apoptosis inhibitor 1, synoviolin	-0.1124061	
FAM3C2	FAM3C2	null	null	-0.11244579	
KIF27	KIF27	KIF27	kinesin family member 27	-0.1124716	
C16orf45	C16orf45	C16ORF45	chromosome 16 open reading frame 45	-0.11259482	
ISY1	ISY1	null	null	-0.112605244	
HSD17B11	HSD17B11	null	null	-0.112631485	
KB-1507C5.2	KB-1507C5.2	null	null	-0.11268612	
PHF20L1	PHF20L1	PHF20L1	PHD finger protein 20-like 1	-0.11285191	
THUMPD2	THUMPD2	THUMPD2	THUMP domain containing 2	-0.112897396	
RP11-35G9.3	RP11-35G9.3	null	null	-0.11292682	
CBLL1	CBLL1	CBLL1	Cas-Br-M (murine) ecotropic retroviral transforming sequence-like 1	-0.11294577	
REXO2	REXO2	REXO2	REX2, RNA exonuclease 2 homolog (S. cerevisiae)	-0.11305046	
RPS7P10	RPS7P10	null	null	-0.11307272	
NXPH4	NXPH4	NXPH4	neurexophilin 4	-0.11307547	
AC002075.4	AC002075.4	null	null	-0.113163866	
CDC25A	CDC25A	CDC25A	cell division cycle 25A	-0.11318471	
CA5B	CA5B	CA5B	carbonic anhydrase VB, mitochondrial	-0.113198705	
CERKL	CERKL	CERKL	ceramide kinase-like	-0.11331422	
ZSCAN25	ZSCAN25	null	null	-0.113320455	
AES	AES	AES	amino-terminal enhancer of split	-0.11335339	
SHFM1	SHFM1	SHFM1	split hand/foot malformation (ectrodactyly) type 1	-0.113379054	
VHL	VHL	VHL	von Hippel-Lindau tumor suppressor	-0.11344264	
TMEM19	TMEM19	TMEM19	transmembrane protein 19	-0.11347235	
TIAM2	TIAM2	TIAM2	T-cell lymphoma invasion and metastasis 2	-0.11354177	
RP11-305B6.1	RP11-305B6.1	null	null	-0.11361317	
SDAD1P1	SDAD1P1	SDAD1P1	SDA1 domain containing 1 pseudogene 1	-0.113647394	
PPIF	PPIF	PPIF	peptidylprolyl isomerase F (cyclophilin F)	-0.11368768	
NOA1	NOA1	null	null	-0.113858484	
ZMYM5	ZMYM5	ZMYM5	zinc finger, MYM-type 5	-0.113914646	
RP11-317N8.4	RP11-317N8.4	null	null	-0.11399477	
SRP14	SRP14	SRP14	signal recognition particle 14kDa (homologous Alu RNA binding protein)	-0.114088416	
FEZ1	FEZ1	FEZ1	fasciculation and elongation protein zeta 1 (zygin I)	-0.114133134	
HELLS	HELLS	HELLS	helicase, lymphoid-specific	-0.114224814	
DDX58	DDX58	DDX58	DEAD (Asp-Glu-Ala-Asp) box polypeptide 58	-0.11426184	
AC004069.2	AC004069.2	null	null	-0.11436293	
NDUFAF6	NDUFAF6	null	null	-0.114371724	
SF3B14	SF3B14	SF3B14	-	-0.11440088	
UBALD1	UBALD1	null	null	-0.114425704	
ABHD10	ABHD10	ABHD10	abhydrolase domain containing 10	-0.1146002	
ATXN7L1	ATXN7L1	ATXN7L1	ataxin 7-like 1	-0.11468202	
TIMM21	TIMM21	null	null	-0.11471855	
NUP93	NUP93	NUP93	nucleoporin 93kDa	-0.11481938	
MRPS18C	MRPS18C	MRPS18C	mitochondrial ribosomal protein S18C	-0.11483572	
MRPS23	MRPS23	MRPS23	mitochondrial ribosomal protein S23	-0.1148738	
RPS19	RPS19	RPS19	ribosomal protein S19	-0.1149201	
RPL7P47	RPL7P47	null	null	-0.11495477	
VTI1A	VTI1A	VTI1A	vesicle transport through interaction with t-SNAREs homolog 1A (yeast)	-0.114962325	
IMPDH1	IMPDH1	IMPDH1	IMP (inosine monophosphate) dehydrogenase 1	-0.114982106	
HNRNPH1	HNRNPH1	null	null	-0.11500891	
ZNF112	ZNF112	null	null	-0.115065806	
MTRNR2L2	MTRNR2L2	null	null	-0.1150785	
HNRNPA1P35	HNRNPA1P35	null	null	-0.11514834	
PHACTR2	PHACTR2	PHACTR2	phosphatase and actin regulator 2	-0.11517241	
RP11-686O6.2	RP11-686O6.2	null	null	-0.115247436	
CNIH3	CNIH3	CNIH3	cornichon homolog 3 (Drosophila)	-0.11526109	
UBXN2B	UBXN2B	null	null	-0.1153344	
CDCA8	CDCA8	CDCA8	cell division cycle associated 8	-0.11533936	
WDR53	WDR53	WDR53	WD repeat domain 53	-0.11557807	
LPCAT2	LPCAT2	null	null	-0.11562303	
SCAP	SCAP	SCAP	-	-0.115706734	
FTSJ2	FTSJ2	FTSJ2	FtsJ homolog 2 (E. coli)	-0.11597345	
ACVR2A	ACVR2A	ACVR2A	activin A receptor, type IIA	-0.11604484	
MSH2	MSH2	MSH2	mutS homolog 2, colon cancer, nonpolyposis type 1 (E. coli)	-0.11606784	
EIF6	EIF6	null	null	-0.116087586	
MFSD8	MFSD8	null	null	-0.11609512	
RPL7P32	RPL7P32	null	null	-0.1161411	
AL021068.1	AL021068.1	null	null	-0.11617506	
PUS7L	PUS7L	PUS7L	pseudouridylate synthase 7 homolog (S. cerevisiae)-like	-0.11625763	
UBE2SP1	UBE2SP1	UBE2SP1	ubiquitin-conjugating enzyme E2S pseudogene 1	-0.11626159	
ATP1B3	ATP1B3	ATP1B3	ATPase, Na+/K+ transporting, beta 3 polypeptide	-0.11633678	
UQCRFS1P1	UQCRFS1P1	null	null	-0.116360284	
NUDT4	NUDT4	NUDT4	nudix (nucleoside diphosphate linked moiety X)-type motif 4	-0.11647356	
SESTD1	SESTD1	SESTD1	SEC14 and spectrin domains 1	-0.116503	
CHM	CHM	CHM	choroideremia (Rab escort protein 1)	-0.116621524	
PLEKHA1	PLEKHA1	PLEKHA1	pleckstrin homology domain containing, family A (phosphoinositide binding specific) member 1	-0.11662496	
ZNF625	ZNF625	ZNF625	zinc finger protein 625	-0.1166641	
CTD-2319I12.4	CTD-2319I12.4	null	null	-0.11666453	
ASAP1	ASAP1	null	null	-0.11666617	
RP11-686D22.8	RP11-686D22.8	null	null	-0.116707616	
HNRNPM	HNRNPM	null	null	-0.116730094	
SLC25A17	SLC25A17	SLC25A17	solute carrier family 25 (mitochondrial carrier; peroxisomal membrane protein, 34kDa), member 17	-0.11677214	
TIAL1	TIAL1	TIAL1	TIA1 cytotoxic granule-associated RNA binding protein-like 1	-0.11694343	
FLAD1	FLAD1	FLAD1	FAD1 flavin adenine dinucleotide synthetase homolog (S. cerevisiae)	-0.116963096	
EMD	EMD	EMD	emerin (Emery-Dreifuss muscular dystrophy)	-0.11701753	
ZBED3-AS1	ZBED3-AS1	null	null	-0.11708591	
ABCA3	ABCA3	ABCA3	ATP-binding cassette, sub-family A (ABC1), member 3	-0.117106	
RP5-1024G6.5	RP5-1024G6.5	null	null	-0.11718772	
TSC22D2	TSC22D2	TSC22D2	TSC22 domain family, member 2	-0.117284775	
TEN1	TEN1	null	null	-0.117287874	
RPL7	RPL7	RPL7	ribosomal protein L7	-0.117339626	
ZNF317	ZNF317	ZNF317	zinc finger protein 317	-0.117349245	
FASTKD3	FASTKD3	FASTKD3	FAST kinase domains 3	-0.117452465	
TPGS1	TPGS1	null	null	-0.11749717	
FHIT	FHIT	FHIT	fragile histidine triad gene	-0.11754317	
MDM2	MDM2	MDM2	Mdm2, transformed 3T3 cell double minute 2, p53 binding protein (mouse)	-0.11758474	
CTDNEP1	CTDNEP1	null	null	-0.11760872	
FAM72B	FAM72B	FAM72B	family with sequence similarity 72, member B	-0.11761738	
SULT1A3	SULT1A3	SULT1A3	sulfotransferase family, cytosolic, 1A, phenol-preferring, member 3	-0.11763145	
ENTPD1-AS1	ENTPD1-AS1	null	null	-0.117664985	
FLYWCH1	FLYWCH1	FLYWCH1	FLYWCH-type zinc finger 1	-0.11801074	
DIS3L	DIS3L	null	null	-0.11810372	
WHSC1L1	WHSC1L1	WHSC1L1	Wolf-Hirschhorn syndrome candidate 1-like 1	-0.11820125	
ARFGEF2	ARFGEF2	ARFGEF2	ADP-ribosylation factor guanine nucleotide-exchange factor 2 (brefeldin A-inhibited)	-0.1182025	
EXOC7	EXOC7	EXOC7	exocyst complex component 7	-0.11827881	
CCNI	CCNI	CCNI	cyclin I	-0.11830508	
QRICH1	QRICH1	QRICH1	glutamine-rich 1	-0.118400216	
ASB7	ASB7	ASB7	ankyrin repeat and SOCS box-containing 7	-0.118492685	
XRCC6BP1	XRCC6BP1	XRCC6BP1	XRCC6 binding protein 1	-0.11849327	
FANCI	FANCI	FANCI	Fanconi anemia, complementation group I	-0.11851772	
INPP1	INPP1	INPP1	inositol polyphosphate-1-phosphatase	-0.118523195	
SYNE3	SYNE3	null	null	-0.11855839	
RP11-351I24.3	RP11-351I24.3	null	null	-0.11872422	
ABCD3	ABCD3	ABCD3	ATP-binding cassette, sub-family D (ALD), member 3	-0.11874078	
CDC25C	CDC25C	CDC25C	cell division cycle 25C	-0.11879324	
GTF2A1	GTF2A1	GTF2A1	general transcription factor IIA, 1, 19/37kDa	-0.11895236	
DHRS4	DHRS4	DHRS4	dehydrogenase/reductase (SDR family) member 4	-0.11900219	
C2orf69	C2orf69	null	null	-0.11904003	
HCCS	HCCS	HCCS	holocytochrome c synthase (cytochrome c heme-lyase)	-0.119041346	
LRRC37A	LRRC37A	LRRC37A	leucine rich repeat containing 37A	-0.1191027	
GDF1	GDF1	GDF1	growth differentiation factor 1	-0.11913994	
PACSIN2	PACSIN2	PACSIN2	protein kinase C and casein kinase substrate in neurons 2	-0.11933916	
RP11-578F21.12	RP11-578F21.12	null	null	-0.11937554	
NDUFAB1	NDUFAB1	NDUFAB1	NADH dehydrogenase (ubiquinone) 1, alpha/beta subcomplex, 1, 8kDa	-0.119392365	
CHPF2	CHPF2	null	null	-0.11939331	
STUB1	STUB1	STUB1	STIP1 homology and U-box containing protein 1	-0.11944026	
RP11-1020A11.2	RP11-1020A11.2	null	null	-0.11945644	
CCNB2	CCNB2	CCNB2	cyclin B2	-0.11946818	
CDKL1	CDKL1	CDKL1	cyclin-dependent kinase-like 1 (CDC2-related kinase)	-0.11952405	
DGCR6L	DGCR6L	DGCR6L	DiGeorge syndrome critical region gene 6-like	-0.11958709	
ERCC6L	ERCC6L	null	null	-0.11968162	
A4GALT	A4GALT	A4GALT	alpha 1,4-galactosyltransferase (globotriaosylceramide synthase)	-0.11974485	
CTB-113I20.2	CTB-113I20.2	null	null	-0.11976766	
CTNNBIP1	CTNNBIP1	CTNNBIP1	catenin, beta interacting protein 1	-0.11984336	
MSS51	MSS51	null	null	-0.11988587	
CDK11B	CDK11B	null	null	-0.11991795	
RLIM	RLIM	null	null	-0.11994955	
APLN	APLN	APLN	apelin, AGTRL1 ligand	-0.120017685	
RP11-145M9.4	RP11-145M9.4	null	null	-0.12009976	
RBBP4	RBBP4	RBBP4	retinoblastoma binding protein 4	-0.12023952	
TINAGL1	TINAGL1	TINAGL1	tubulointerstitial nephritis antigen-like 1	-0.1202797	
HELQ	HELQ	null	null	-0.12028395	
COX20P1	COX20P1	null	null	-0.12031546	
FOXS1	FOXS1	null	null	-0.120342724	
ATF1	ATF1	ATF1	activating transcription factor 1	-0.120352626	
CYB5R3	CYB5R3	CYB5R3	cytochrome b5 reductase 3	-0.12039233	
CLPTM1L	CLPTM1L	CLPTM1L	CLPTM1-like	-0.12055308	
MALSU1	MALSU1	null	null	-0.12056815	
ZNF18	ZNF18	ZNF18	zinc finger protein 18	-0.12057257	
CREBL2	CREBL2	CREBL2	cAMP responsive element binding protein-like 2	-0.12059108	
C16orf93	C16orf93	null	null	-0.12070666	
MID1	MID1	MID1	midline 1 (Opitz/BBB syndrome)	-0.120793104	
SNX25	SNX25	SNX25	sorting nexin 25	-0.12083856	
FAM114A2	FAM114A2	null	null	-0.120852	
MURC	MURC	null	null	-0.12085238	
CBX3	CBX3	CBX3	chromobox homolog 3 (HP1 gamma homolog, Drosophila)	-0.12085556	
HMMR	HMMR	HMMR	hyaluronan-mediated motility receptor (RHAMM)	-0.1208884	
HOOK3	HOOK3	HOOK3	hook homolog 3 (Drosophila)	-0.12093889	
HSF4	HSF4	HSF4	heat shock transcription factor 4	-0.120957635	
NEXN	NEXN	NEXN	nexilin (F actin binding protein)	-0.120986015	
HNRNPK	HNRNPK	null	null	-0.12104964	
RP11-453F18__B.1	RP11-453F18__B.1	null	null	-0.12111269	
ZNF497	ZNF497	ZNF497	zinc finger protein 497	-0.12113885	
OTUD3	OTUD3	OTUD3	OTU domain containing 3	-0.12116857	
RP11-94I2.1	RP11-94I2.1	null	null	-0.121199474	
PPP1R35	PPP1R35	null	null	-0.12121685	
H2AFV	H2AFV	H2AFV	H2A histone family, member V	-0.12123216	
DLGAP5	DLGAP5	null	null	-0.12124823	
CTC-429P9.3	CTC-429P9.3	null	null	-0.12138177	
PCDHGA9	PCDHGA9	PCDHGA9	protocadherin gamma subfamily A, 9	-0.121439174	
VASN	VASN	VASN	vasorin	-0.121548034	
LRP3	LRP3	LRP3	low density lipoprotein receptor-related protein 3	-0.1216194	
AGAP6	AGAP6	null	null	-0.12166525	
AGAP7	AGAP7	null	null	-0.12173305	
MXD1	MXD1	MXD1	MAX dimerization protein 1	-0.12178067	
IK	IK	IK	IK cytokine, down-regulator of HLA II	-0.12181775	
ERAL1	ERAL1	ERAL1	Era G-protein-like 1 (E. coli)	-0.12187133	
IMP4	IMP4	IMP4	IMP4, U3 small nucleolar ribonucleoprotein, homolog (yeast)	-0.121994734	
CSPG4	CSPG4	CSPG4	chondroitin sulfate proteoglycan 4 (melanoma-associated)	-0.1220271	
MYLK	MYLK	MYLK	myosin, light chain kinase	-0.12203413	
HTRA2	HTRA2	HTRA2	HtrA serine peptidase 2	-0.122036576	
ZNF155	ZNF155	ZNF155	zinc finger protein 155	-0.12209826	
FAM129A	FAM129A	null	null	-0.12215177	
POLDIP3	POLDIP3	POLDIP3	polymerase (DNA-directed), delta interacting protein 3	-0.12221055	
MED13L	MED13L	null	null	-0.12221851	
SOS1-IT1	SOS1-IT1	null	null	-0.12222088	
GDI1	GDI1	GDI1	GDP dissociation inhibitor 1	-0.122256085	
TIMM8A	TIMM8A	TIMM8A	translocase of inner mitochondrial membrane 8 homolog A (yeast)	-0.12231599	
RP11-195F19.5	RP11-195F19.5	null	null	-0.122340664	
C19orf73	C19orf73	null	null	-0.12239207	
AC010894.3	AC010894.3	null	null	-0.12240861	
C16orf72	C16orf72	C16ORF72	chromosome 16 open reading frame 72	-0.12242001	
TP53BP1	TP53BP1	TP53BP1	tumor protein p53 binding protein, 1	-0.12248974	
SEPHS1	SEPHS1	SEPHS1	selenophosphate synthetase 1	-0.122539975	
LAMP2	LAMP2	LAMP2	lysosomal-associated membrane protein 2	-0.122553855	
EDC4	EDC4	EDC4	enhancer of mRNA decapping 4	-0.12276665	
NPIPB3	NPIPB3	null	null	-0.12279584	
UBE2O	UBE2O	UBE2O	ubiquitin-conjugating enzyme E2O	-0.122799166	
MTA3	MTA3	MTA3	metastasis associated 1 family, member 3	-0.12280325	
DR1	DR1	DR1	down-regulator of transcription 1, TBP-binding (negative cofactor 2)	-0.12289713	
VANGL2	VANGL2	VANGL2	vang-like 2 (van gogh, Drosophila)	-0.12292289	
CSRP2BP	CSRP2BP	CSRP2BP	CSRP2 binding protein	-0.122976206	
TLK2	TLK2	TLK2	tousled-like kinase 2	-0.12298612	
BRAP	BRAP	BRAP	BRCA1 associated protein	-0.123019494	
USP4	USP4	USP4	ubiquitin specific peptidase 4 (proto-oncogene)	-0.12310177	
POLM	POLM	POLM	polymerase (DNA directed), mu	-0.123156264	
SEC11C	SEC11C	null	null	-0.12320244	
ATP6V1E2	ATP6V1E2	ATP6V1E2	ATPase, H+ transporting, lysosomal 31kDa, V1 subunit E2	-0.12320638	
MRPL22	MRPL22	MRPL22	mitochondrial ribosomal protein L22	-0.1232076	
SLC6A8	SLC6A8	SLC6A8	solute carrier family 6 (neurotransmitter transporter, creatine), member 8	-0.12325092	
CCBL2	CCBL2	null	null	-0.1233679	
HSD17B10	HSD17B10	null	null	-0.123404615	
SLC35B1	SLC35B1	SLC35B1	solute carrier family 35, member B1	-0.12346883	
ARFIP1	ARFIP1	ARFIP1	ADP-ribosylation factor interacting protein 1 (arfaptin 1)	-0.12348707	
SLC39A10	SLC39A10	SLC39A10	solute carrier family 39 (zinc transporter), member 10	-0.12349223	
MCUR1	MCUR1	null	null	-0.1236319	
NSF	NSF	NSF	N-ethylmaleimide-sensitive factor	-0.123705775	
MLLT6	MLLT6	MLLT6	myeloid/lymphoid or mixed-lineage leukemia (trithorax homolog, Drosophila); translocated to, 6	-0.12388293	
HCFC1	HCFC1	HCFC1	host cell factor C1 (VP16-accessory protein)	-0.12390197	
MLEC	MLEC	null	null	-0.123965636	
C1orf52	C1orf52	C1ORF52	chromosome 1 open reading frame 52	-0.12397723	
PI15	PI15	PI15	peptidase inhibitor 15	-0.124079436	
DIS3L2	DIS3L2	null	null	-0.12411121	
MAD2L1	MAD2L1	MAD2L1	MAD2 mitotic arrest deficient-like 1 (yeast)	-0.12419786	
CPSF6	CPSF6	CPSF6	cleavage and polyadenylation specific factor 6, 68kDa	-0.12431142	
VCP	VCP	VCP	valosin-containing protein	-0.1244031	
QSOX2	QSOX2	null	null	-0.12447467	
FAM85A	FAM85A	FAM85A	family with sequence similarity 85, member A	-0.12449321	
WDR36	WDR36	WDR36	WD repeat domain 36	-0.12455034	
C10orf88	C10orf88	C10ORF88	chromosome 10 open reading frame 88	-0.12463308	
MCRS1	MCRS1	MCRS1	microspherule protein 1	-0.124767885	
CBFA2T2	CBFA2T2	CBFA2T2	core-binding factor, runt domain, alpha subunit 2; translocated to, 2	-0.12480978	
NUAK1	NUAK1	NUAK1	NUAK family, SNF1-like kinase, 1	-0.12502284	
SUOX	SUOX	SUOX	sulfite oxidase	-0.12502512	
LMBR1	LMBR1	LMBR1	limb region 1 homolog (mouse)	-0.12507917	
ALKBH4	ALKBH4	ALKBH4	alkB, alkylation repair homolog 4 (E. coli)	-0.12515083	
RP11-485G4.2	RP11-485G4.2	null	null	-0.12518178	
LOXL2	LOXL2	LOXL2	lysyl oxidase-like 2	-0.12520264	
UBR5	UBR5	null	null	-0.1252252	
OGFOD3	OGFOD3	null	null	-0.12524627	
LAMTOR4	LAMTOR4	null	null	-0.1252797	
SENP8	SENP8	SENP8	SUMO/sentrin specific peptidase family member 8	-0.12536533	
SFPQ	SFPQ	SFPQ	splicing factor proline/glutamine-rich (polypyrimidine tract binding protein associated)	-0.12543115	
ARMCX3	ARMCX3	ARMCX3	armadillo repeat containing, X-linked 3	-0.12545569	
FBRS	FBRS	null	null	-0.12551561	
RGPD8	RGPD8	RGPD8	RANBP2-like and GRIP domain containing 8	-0.12559597	
COX4I2	COX4I2	COX4I2	cytochrome c oxidase subunit IV isoform 2 (lung)	-0.1256359	
TIMM9	TIMM9	TIMM9	translocase of inner mitochondrial membrane 9 homolog (yeast)	-0.1256509	
RP11-419L20.2	RP11-419L20.2	null	null	-0.12568663	
MTG1	MTG1	MTG1	mitochondrial GTPase 1 homolog (S. cerevisiae)	-0.12570521	
RABEP2	RABEP2	RABEP2	rabaptin, RAB GTPase binding effector protein 2	-0.1257717	
KIAA2018	KIAA2018	KIAA2018	KIAA2018	-0.1258518	
TCEAL3	TCEAL3	TCEAL3	transcription elongation factor A (SII)-like 3	-0.12587832	
GK5	GK5	GK5	glycerol kinase 5 (putative)	-0.12598339	
KAT8	KAT8	null	null	-0.12600335	
C17orf58	C17orf58	C17ORF58	chromosome 17 open reading frame 58	-0.12600993	
HECTD2	HECTD2	HECTD2	HECT domain containing 2	-0.12601665	
SIPA1L2	SIPA1L2	SIPA1L2	signal-induced proliferation-associated 1 like 2	-0.12603341	
RP11-473M20.14	RP11-473M20.14	null	null	-0.12604739	
RAD52	RAD52	RAD52	RAD52 homolog (S. cerevisiae)	-0.12607667	
RP11-887P2.3	RP11-887P2.3	null	null	-0.1261042	
DGUOK	DGUOK	DGUOK	deoxyguanosine kinase	-0.12629604	
RPAP2	RPAP2	null	null	-0.12632504	
HDAC8	HDAC8	HDAC8	histone deacetylase 8	-0.1264017	
TIMP2	TIMP2	TIMP2	TIMP metallopeptidase inhibitor 2	-0.1264609	
RP4-665J23.1	RP4-665J23.1	null	null	-0.126497	
ZYG11B	ZYG11B	ZYG11B	zyg-11 homolog B (C. elegans)	-0.12656124	
SAMD9	SAMD9	SAMD9	sterile alpha motif domain containing 9	-0.12660213	
RP13-104F24.3	RP13-104F24.3	null	null	-0.12664288	
RPS10-NUDT3	RPS10-NUDT3	null	null	-0.12670794	
NDC1	NDC1	null	null	-0.1267376	
ATOH8	ATOH8	ATOH8	atonal homolog 8 (Drosophila)	-0.1267869	
CDCA7L	CDCA7L	CDCA7L	cell division cycle associated 7-like	-0.12679444	
ZBTB11-AS1	ZBTB11-AS1	null	null	-0.12680855	
FAM118B	FAM118B	FAM118B	family with sequence similarity 118, member B	-0.12686162	
GLS	GLS	GLS	glutaminase	-0.12687045	
SNRPD3	SNRPD3	SNRPD3	small nuclear ribonucleoprotein D3 polypeptide 18kDa	-0.12687714	
ZNF2	ZNF2	ZNF2	zinc finger protein 2	-0.1269001	
RBM25	RBM25	RBM25	RNA binding motif protein 25	-0.12693143	
SH3GL1	SH3GL1	SH3GL1	SH3-domain GRB2-like 1	-0.12706001	
PPM1K	PPM1K	PPM1K	protein phosphatase 1K (PP2C domain containing)	-0.12706311	
AP001372.2	AP001372.2	null	null	-0.12707718	
INTS12	INTS12	INTS12	integrator complex subunit 12	-0.12709929	
NABP1	NABP1	null	null	-0.12723659	
THBS2	THBS2	THBS2	thrombospondin 2	-0.1272801	
RRP15	RRP15	null	null	-0.12729068	
C19orf48	C19orf48	C19ORF48	chromosome 19 open reading frame 48	-0.12729172	
CTD-2368P22.1	CTD-2368P22.1	null	null	-0.12730819	
CTD-2547E10.2	CTD-2547E10.2	null	null	-0.12732056	
ENTPD5	ENTPD5	ENTPD5	ectonucleoside triphosphate diphosphohydrolase 5	-0.12743045	
ERH	ERH	ERH	enhancer of rudimentary homolog (Drosophila)	-0.12760814	
PWWP2A	PWWP2A	null	null	-0.1276773	
RPL22L1	RPL22L1	RPL22L1	ribosomal protein L22-like 1	-0.12772974	
RPL11	RPL11	RPL11	ribosomal protein L11	-0.12774137	
GADD45B	GADD45B	GADD45B	growth arrest and DNA-damage-inducible, beta	-0.12778081	
WDR89	WDR89	WDR89	WD repeat domain 89	-0.12780483	
TPBGL	TPBGL	null	null	-0.12795137	
FBXO25	FBXO25	FBXO25	F-box protein 25	-0.12797134	
ARHGAP31	ARHGAP31	null	null	-0.1280963	
GNG5	GNG5	GNG5	guanine nucleotide binding protein (G protein), gamma 5	-0.12809992	
WDR90	WDR90	WDR90	WD repeat domain 90	-0.12821743	
GUCY1B3	GUCY1B3	GUCY1B3	guanylate cyclase 1, soluble, beta 3	-0.12828366	
HEBP1	HEBP1	HEBP1	heme binding protein 1	-0.12832947	
ELAVL1	ELAVL1	ELAVL1	ELAV (embryonic lethal, abnormal vision, Drosophila)-like 1 (Hu antigen R)	-0.12841022	
MTOR	MTOR	null	null	-0.12848808	
NFIC	NFIC	NFIC	nuclear factor I/C (CCAAT-binding transcription factor)	-0.12851293	
CCDC174	CCDC174	null	null	-0.12854223	
TMEM234	TMEM234	null	null	-0.12856019	
FCRLA	FCRLA	FCRLA	Fc receptor-like A	-0.12869944	
PRKDC	PRKDC	PRKDC	protein kinase, DNA-activated, catalytic polypeptide	-0.12877855	
U2SURP	U2SURP	null	null	-0.12878701	
OSBP	OSBP	OSBP	oxysterol binding protein	-0.12882656	
RNASEH1-AS1	RNASEH1-AS1	null	null	-0.12883195	
MRPL30	MRPL30	MRPL30	mitochondrial ribosomal protein L30	-0.12883267	
TRMT1	TRMT1	TRMT1	TRM1 tRNA methyltransferase 1 homolog (S. cerevisiae)	-0.12885092	
ADH5	ADH5	ADH5	alcohol dehydrogenase 5 (class III), chi polypeptide	-0.12889366	
SCAMP5	SCAMP5	SCAMP5	secretory carrier membrane protein 5	-0.128916	
NIF3L1	NIF3L1	NIF3L1	NIF3 NGG1 interacting factor 3-like 1 (S. pombe)	-0.12925	
RP11-490H24.5	RP11-490H24.5	null	null	-0.12925397	
RPL41P2	RPL41P2	RPL41P2	ribosomal protein L41, pseudogene 2	-0.12938301	
KB-1183D5.9	KB-1183D5.9	null	null	-0.12943025	
PIF1	PIF1	null	null	-0.12944426	
